205.5,65.5,640,0,290,1650,1200,1250,254.3,12.5,14.5,1,2,0.47,3,35,20,88,18
Car Weight,Driver Weight,C.G.x,C.G.y,C.G.z,Wheelbase,TrackF,TrackR,Tire Diameter,TPresF,TPresR,CamberF,CamberR,FWeight,dampingCoeff,springConstant,pRodAngle,autoXLapTime,eventTotalLaps
