FL,FR,RL,RR
88.726654,75.252991,57.906933,49.113426
88.984367,75.471565,57.649216,48.894844
88.984367,75.471565,57.649216,48.894844
88.984367,75.471565,57.649216,48.894844
88.984367,75.471565,57.649216,48.894844
88.984367,75.471565,57.649216,48.894844
88.330368,75.649277,57.648300,49.372059
88.330368,75.649277,57.648300,49.372059
88.330368,75.649277,57.648300,49.372059
88.330368,75.649277,57.648300,49.372059
88.073792,75.429535,57.904869,49.591797
88.468925,75.034401,58.164654,49.332012
88.211205,74.815819,58.422379,49.550594
88.211205,74.815819,58.422379,49.550594
88.211205,74.815819,58.422379,49.550594
88.468925,75.034401,58.164654,49.332012
88.073792,75.429535,57.904869,49.591797
88.330368,75.649277,57.648300,49.372059
88.330368,75.649277,57.648300,49.372059
88.586937,75.869003,57.391735,49.152325
89.100075,76.308479,56.878597,48.712856
89.757530,76.127327,56.876053,48.239090
90.272972,76.564484,56.360615,47.801929
90.530693,76.783073,56.102894,47.583344
90.272972,76.564484,56.360615,47.801929
90.676155,76.161293,56.612343,47.550201
90.417282,75.943863,56.871212,47.767635
90.819313,75.541824,57.124092,47.514755
90.559303,75.325546,57.384109,47.731033
90.299286,75.109268,57.644135,47.947319
90.299286,75.109268,57.644135,47.947319
90.039261,74.892982,57.904156,48.163597
90.039261,74.892982,57.904156,48.163597
89.779236,74.676697,58.164173,48.379883
89.779236,74.676697,58.164173,48.379883
90.176666,74.279266,58.421654,48.122402
89.915504,74.064140,58.682831,48.337536
90.311790,73.667854,58.941463,48.078903
90.311790,73.667854,58.941463,48.078903
90.574104,73.881828,58.679142,47.864918
90.574104,73.881828,58.679142,47.864918
91.235016,73.697220,58.673149,47.394608
91.235016,73.697220,58.673149,47.394608
91.498497,73.910057,58.409672,47.181782
91.498497,73.910057,58.409672,47.181782
91.235016,73.697220,58.673149,47.394608
91.235016,73.697220,58.673149,47.394608
90.971542,73.484390,58.936623,47.607437
90.971542,73.484390,58.936623,47.607437
90.971542,73.484390,58.936623,47.607437
90.971542,73.484390,58.936623,47.607437
90.708076,73.271568,59.200096,47.820267
90.708076,73.271568,59.200096,47.820267
90.708076,73.271568,59.200096,47.820267
91.104355,72.875290,59.458729,47.561634
91.104355,72.875290,59.458729,47.561634
91.500641,72.479004,59.717361,47.303001
91.500641,72.479004,59.717361,47.303001
91.896927,72.082718,59.975998,47.044369
91.896927,72.082718,59.975998,47.044369
92.163841,72.292091,59.709061,46.834995
92.163841,72.292091,59.709061,46.834995
92.430771,72.501465,59.442139,46.625622
92.430771,72.501465,59.442139,46.625622
92.430771,72.501465,59.442139,46.625622
92.430771,72.501465,59.442139,46.625622
91.766403,72.689522,59.451584,47.092476
91.766403,72.689522,59.451584,47.092476
91.766403,72.689522,59.451584,47.092476
91.766403,72.689522,59.451584,47.092476
92.163841,72.292091,59.709061,46.834995
91.896927,72.082718,59.975998,47.044369
92.293205,71.686440,60.234631,46.785736
92.293205,71.686440,60.234631,46.785736
92.293205,71.686440,60.234631,46.785736
92.689491,71.290154,60.493263,46.527103
92.689491,71.290154,60.493263,46.527103
93.085785,70.893867,60.751896,46.268471
93.085785,70.893867,60.751896,46.268471
92.815384,70.687943,61.022274,46.474388
92.420258,71.083069,60.762489,46.734177
92.151024,70.875999,61.031723,46.941254
91.757042,71.269981,60.770790,47.202187
91.488968,71.061768,61.038864,47.410404
91.488968,71.061768,61.038864,47.410404
91.488968,71.061768,61.038864,47.410404
91.488968,71.061768,61.038864,47.410404
91.488968,71.061768,61.038864,47.410404
91.488968,71.061768,61.038864,47.410404
91.488968,71.061768,61.038864,47.410404
91.881805,70.668930,61.300949,47.148319
91.881805,70.668930,61.300949,47.148319
92.274635,70.276100,61.563034,46.886234
92.274635,70.276100,61.563034,46.886234
92.004250,70.070183,61.833412,47.092152
91.343338,70.254791,61.839413,47.562466
91.343338,70.254791,61.839413,47.562466
90.684723,70.437096,61.843102,48.035080
90.416649,70.228859,62.111183,48.243301
90.416649,70.228859,62.111183,48.243301
90.416649,70.228859,62.111183,48.243301
90.416649,70.228859,62.111183,48.243301
90.416649,70.228859,62.111183,48.243301
90.416649,70.228859,62.111183,48.243301
90.684723,70.437096,61.843102,48.035080
90.952812,70.645317,61.575024,47.826855
91.220901,70.853539,61.306938,47.618629
91.488968,71.061768,61.038864,47.410404
91.757042,71.269981,60.770790,47.202187
91.757042,71.269981,60.770790,47.202187
92.025124,71.478203,60.502705,46.993961
92.025124,71.478203,60.502705,46.993961
92.293205,71.686440,60.234631,46.785736
92.293205,71.686440,60.234631,46.785736
92.025124,71.478203,60.502705,46.993961
91.757042,71.269981,60.770790,47.202187
91.096146,71.454597,60.776779,47.672489
90.829216,71.245216,61.043701,47.881866
90.562286,71.035843,61.310635,48.091244
90.562286,71.035843,61.310635,48.091244
90.562286,71.035843,61.310635,48.091244
90.952812,70.645317,61.575024,47.826855
90.952812,70.645317,61.575024,47.826855
90.952812,70.645317,61.575024,47.826855
90.684723,70.437096,61.843102,48.035080
90.684723,70.437096,61.843102,48.035080
90.416649,70.228859,62.111183,48.243301
90.416649,70.228859,62.111183,48.243301
90.148567,70.020638,62.379261,48.451527
90.416649,70.228859,62.111183,48.243301
90.416649,70.228859,62.111183,48.243301
90.295364,70.826469,61.577564,48.300613
90.295364,70.826469,61.577564,48.300613
90.562286,71.035843,61.310635,48.091244
90.562286,71.035843,61.310635,48.091244
90.829216,71.245216,61.043701,47.881866
90.829216,71.245216,61.043701,47.881866
91.096146,71.454597,60.776779,47.672489
91.096146,71.454597,60.776779,47.672489
91.363060,71.663963,60.509853,47.463123
91.363060,71.663963,60.509853,47.463123
91.629990,71.873337,60.242924,47.253738
91.629990,71.873337,60.242924,47.253738
91.896927,72.082718,59.975998,47.044369
91.896927,72.082718,59.975998,47.044369
91.896927,72.082718,59.975998,47.044369
91.896927,72.082718,59.975998,47.044369
91.896927,72.082718,59.975998,47.044369
91.896927,72.082718,59.975998,47.044369
91.896927,72.082718,59.975998,47.044369
91.629990,71.873337,60.242924,47.253738
92.025124,71.478203,60.502705,46.993961
91.757042,71.269981,60.770790,47.202187
91.757042,71.269981,60.770790,47.202187
91.757042,71.269981,60.770790,47.202187
92.025124,71.478203,60.502705,46.993961
92.025124,71.478203,60.502705,46.993961
92.293205,71.686440,60.234631,46.785736
92.293205,71.686440,60.234631,46.785736
92.293205,71.686440,60.234631,46.785736
92.025124,71.478203,60.502705,46.993961
92.025124,71.478203,60.502705,46.993961
91.757042,71.269981,60.770790,47.202187
91.757042,71.269981,60.770790,47.202187
91.757042,71.269981,60.770790,47.202187
92.025124,71.478203,60.502705,46.993961
91.629990,71.873337,60.242924,47.253738
91.896927,72.082718,59.975998,47.044369
91.896927,72.082718,59.975998,47.044369
91.896927,72.082718,59.975998,47.044369
91.896927,72.082718,59.975998,47.044369
92.293205,71.686440,60.234631,46.785736
92.293205,71.686440,60.234631,46.785736
92.293205,71.686440,60.234631,46.785736
92.561279,71.894653,59.966549,46.577511
92.829369,72.102875,59.698467,46.369286
93.365524,72.519333,59.162308,45.952843
93.633591,72.727547,58.894230,45.744617
93.901672,72.935776,58.626152,45.536392
93.901672,72.935776,58.626152,45.536392
93.901672,72.935776,58.626152,45.536392
93.633591,72.727547,58.894230,45.744617
93.633591,72.727547,58.894230,45.744617
93.633591,72.727547,58.894230,45.744617
93.633591,72.727547,58.894230,45.744617
93.633591,72.727547,58.894230,45.744617
92.964638,72.920219,58.908279,46.206863
92.964638,72.920219,58.908279,46.206863
92.964638,72.920219,58.908279,46.206863
93.231560,73.129585,58.641354,45.997494
93.498489,73.338959,58.374424,45.788120
93.901672,72.935776,58.626152,45.536392
94.169769,73.144005,58.358070,45.328171
94.437843,73.352226,58.089989,45.119946
94.705910,73.560448,57.821915,44.911720
94.973991,73.768669,57.553829,44.703495
94.973991,73.768669,57.553829,44.703495
95.242081,73.976898,57.285755,44.495277
95.510162,74.185120,57.017677,44.287052
95.510162,74.185120,57.017677,44.287052
95.510162,74.185120,57.017677,44.287052
95.778229,74.393349,56.749599,44.078835
95.778229,74.393349,56.749599,44.078835
95.778229,74.393349,56.749599,44.078835
95.510162,74.185120,57.017677,44.287052
95.242081,73.976898,57.285755,44.495277
94.566200,74.176460,57.306709,44.950615
94.299271,73.967087,57.573639,45.159996
94.032341,73.757721,57.840565,45.369370
94.032341,73.757721,57.840565,45.369370
93.765419,73.548347,58.107498,45.578747
94.169769,73.144005,58.358070,45.328171
93.901672,72.935776,58.626152,45.536392
93.901672,72.935776,58.626152,45.536392
94.304863,72.532585,58.877876,45.284668
94.304863,72.532585,58.877876,45.284668
94.978447,72.335320,58.859222,44.827015
94.978447,72.335320,58.859222,44.827015
95.382790,71.930977,59.109798,44.576439
95.382790,71.930977,59.109798,44.576439
95.382790,71.930977,59.109798,44.576439
94.708054,72.129395,59.129604,45.032940
94.708054,72.129395,59.129604,45.032940
94.708054,72.129395,59.129604,45.032940
94.304863,72.532585,58.877876,45.284668
94.304863,72.532585,58.877876,45.284668
94.169769,73.144005,58.358070,45.328171
94.169769,73.144005,58.358070,45.328171
93.765419,73.548347,58.107498,45.578747
93.765419,73.548347,58.107498,45.578747
93.765419,73.548347,58.107498,45.578747
94.437843,73.352226,58.089989,45.119946
94.437843,73.352226,58.089989,45.119946
94.437843,73.352226,58.089989,45.119946
94.843338,72.946732,58.339413,44.870522
94.843338,72.946732,58.339413,44.870522
95.248825,72.541245,58.588844,44.621098
95.248825,72.541245,58.588844,44.621098
95.654320,72.135750,58.838268,44.371674
96.059814,71.730255,59.087692,44.122250
96.332489,71.933868,58.815006,43.918629
96.739143,71.527222,59.063278,43.670357
97.012970,71.729691,58.789440,43.467884
97.420761,71.321899,59.036564,43.220760
96.739143,71.527222,59.063278,43.670357
96.465309,71.324760,59.337112,43.872826
96.059814,71.730255,59.087692,44.122250
95.787132,71.526634,59.360374,44.325871
95.111237,71.726204,59.381329,44.781216
95.111237,71.726204,59.381329,44.781216
95.111237,71.726204,59.381329,44.781216
95.382790,71.930977,59.109798,44.576439
95.382790,71.930977,59.109798,44.576439
95.382790,71.930977,59.109798,44.576439
95.787132,71.526634,59.360374,44.325871
96.191475,71.122292,59.610947,44.075294
96.320824,70.516632,60.136509,44.026035
96.724014,70.113434,60.388237,43.774307
97.127197,69.710251,60.639961,43.522583
97.530388,69.307060,60.891685,43.270859
97.653992,68.707153,61.423004,43.215843
97.653992,68.707153,61.423004,43.215843
97.775299,68.109558,61.956619,43.158531
98.176178,67.708672,62.210648,42.904503
98.176178,67.708672,62.210648,42.904503
98.176178,67.708672,62.210648,42.904503
98.056038,68.305115,61.675880,42.962967
98.056038,68.305115,61.675880,42.962967
98.056038,68.305115,61.675880,42.962967
98.336769,68.500679,61.395138,42.767406
98.336769,68.500679,61.395138,42.767406
98.213181,69.100586,60.863823,42.822418
98.213181,69.100586,60.863823,42.822418
98.492767,69.297302,60.584232,42.625710
98.492767,69.297302,60.584232,42.625710
98.213181,69.100586,60.863823,42.822418
97.808838,69.504929,60.613247,43.072994
97.530388,69.307060,60.891685,43.270859
97.530388,69.307060,60.891685,43.270859
97.530388,69.307060,60.891685,43.270859
97.530388,69.307060,60.891685,43.270859
97.251953,69.109192,61.170120,43.468727
97.251953,69.109192,61.170120,43.468727
97.251953,69.109192,61.170120,43.468727
96.973518,68.911339,61.448563,43.666588
96.695091,68.713470,61.727005,43.864449
96.295349,69.113205,61.471825,44.119629
96.018044,68.914185,61.749111,44.318649
95.740761,68.715172,62.026402,44.517654
95.740761,68.715172,62.026402,44.517654
95.740761,68.715172,62.026402,44.517654
95.067200,68.912445,62.045055,44.975307
95.067200,68.912445,62.045055,44.975307
95.067200,68.912445,62.045055,44.975307
95.067200,68.912445,62.045055,44.975307
95.067200,68.912445,62.045055,44.975307
95.067200,68.912445,62.045055,44.975307
95.067200,68.912445,62.045055,44.975307
95.067200,68.912445,62.045055,44.975307
95.343330,69.112602,61.768917,44.775143
95.343330,69.112602,61.768917,44.775143
96.018044,68.914185,61.749111,44.318649
96.018044,68.914185,61.749111,44.318649
96.295349,69.113205,61.471825,44.119629
96.295349,69.113205,61.471825,44.119629
96.572639,69.312225,61.194534,43.920609
96.973518,68.911339,61.448563,43.666588
97.251953,69.109192,61.170120,43.468727
97.251953,69.109192,61.170120,43.468727
96.973518,68.911339,61.448563,43.666588
96.695091,68.713470,61.727005,43.864449
97.094818,68.313736,61.982182,43.609272
96.815224,68.117012,62.261772,43.805984
96.535622,67.920303,62.541363,44.002697
96.535622,67.920303,62.541363,44.002697
96.535622,67.920303,62.541363,44.002697
96.256058,67.723595,62.820953,44.199409
96.256058,67.723595,62.820953,44.199409
96.256058,67.723595,62.820953,44.199409
96.256058,67.723595,62.820953,44.199409
96.256058,67.723595,62.820953,44.199409
96.256058,67.723595,62.820953,44.199409
96.256058,67.723595,62.820953,44.199409
96.256058,67.723595,62.820953,44.199409
96.256058,67.723595,62.820953,44.199409
96.256058,67.723595,62.820953,44.199409
96.652336,67.327309,63.079586,43.940777
96.652336,67.327309,63.079586,43.940777
96.652336,67.327309,63.079586,43.940777
96.652336,67.327309,63.079586,43.940777
96.933067,67.522865,62.798843,43.745216
96.933067,67.522865,62.798843,43.745216
97.213806,67.718430,62.518105,43.549652
97.213806,67.718430,62.518105,43.549652
97.213806,67.718430,62.518105,43.549652
97.213806,67.718430,62.518105,43.549652
97.494560,67.913994,62.237362,43.354092
97.494560,67.913994,62.237362,43.354092
97.494560,67.913994,62.237362,43.354092
97.213806,67.718430,62.518105,43.549652
97.213806,67.718430,62.518105,43.549652
96.933067,67.522865,62.798843,43.745216
96.933067,67.522865,62.798843,43.745216
96.652336,67.327309,63.079586,43.940777
96.652336,67.327309,63.079586,43.940777
96.371582,67.131744,63.360329,44.136341
96.371582,67.131744,63.360329,44.136341
96.090843,66.936180,63.641068,44.331905
96.090843,66.936180,63.641068,44.331905
96.090843,66.936180,63.641068,44.331905
96.090843,66.936180,63.641068,44.331905
96.090843,66.936180,63.641068,44.331905
96.090843,66.936180,63.641068,44.331905
96.090843,66.936180,63.641068,44.331905
96.090843,66.936180,63.641068,44.331905
96.090843,66.936180,63.641068,44.331905
96.090843,66.936180,63.641068,44.331905
96.090843,66.936180,63.641068,44.331905
96.090843,66.936180,63.641068,44.331905
96.090843,66.936180,63.641068,44.331905
96.371582,67.131744,63.360329,44.136341
96.371582,67.131744,63.360329,44.136341
96.652336,67.327309,63.079586,43.940777
96.652336,67.327309,63.079586,43.940777
96.652336,67.327309,63.079586,43.940777
96.652336,67.327309,63.079586,43.940777
97.048615,66.931030,63.338219,43.682144
97.048615,66.931030,63.338219,43.682144
97.048615,66.931030,63.338219,43.682144
97.048615,66.931030,63.338219,43.682144
97.048615,66.931030,63.338219,43.682144
96.652336,67.327309,63.079586,43.940777
96.652336,67.327309,63.079586,43.940777
96.652336,67.327309,63.079586,43.940777
96.652336,67.327309,63.079586,43.940777
96.652336,67.327309,63.079586,43.940777
96.535622,67.920303,62.541363,44.002697
96.535622,67.920303,62.541363,44.002697
96.535622,67.920303,62.541363,44.002697
96.535622,67.920303,62.541363,44.002697
96.535622,67.920303,62.541363,44.002697
95.859764,68.119881,62.562321,44.458042
95.859764,68.119881,62.562321,44.458042
95.859764,68.119881,62.562321,44.458042
95.859764,68.119881,62.562321,44.458042
95.581322,67.922005,62.840763,44.655907
95.581322,67.922005,62.840763,44.655907
95.302879,67.724144,63.119198,44.853775
95.302879,67.724144,63.119198,44.853775
95.302879,67.724144,63.119198,44.853775
95.302879,67.724144,63.119198,44.853775
95.302879,67.724144,63.119198,44.853775
95.302879,67.724144,63.119198,44.853775
95.302879,67.724144,63.119198,44.853775
95.581322,67.922005,62.840763,44.655907
95.581322,67.922005,62.840763,44.655907
95.859764,68.119881,62.562321,44.458042
95.859764,68.119881,62.562321,44.458042
96.138206,68.317734,62.283882,44.260178
96.138206,68.317734,62.283882,44.260178
96.138206,68.317734,62.283882,44.260178
95.859764,68.119881,62.562321,44.458042
95.859764,68.119881,62.562321,44.458042
95.859764,68.119881,62.562321,44.458042
95.859764,68.119881,62.562321,44.458042
95.859764,68.119881,62.562321,44.458042
96.256058,67.723595,62.820953,44.199409
96.256058,67.723595,62.820953,44.199409
96.256058,67.723595,62.820953,44.199409
96.256058,67.723595,62.820953,44.199409
96.652336,67.327309,63.079586,43.940777
96.652336,67.327309,63.079586,43.940777
97.048615,66.931030,63.338219,43.682144
97.048615,66.931030,63.338219,43.682144
97.048615,66.931030,63.338219,43.682144
97.048615,66.931030,63.338219,43.682144
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.727936,66.727997,63.313805,43.230255
97.727936,66.727997,63.313805,43.230255
97.727936,66.727997,63.313805,43.230255
97.727936,66.727997,63.313805,43.230255
97.727936,66.727997,63.313805,43.230255
98.010979,66.921257,63.030762,43.036999
98.010979,66.921257,63.030762,43.036999
98.010979,66.921257,63.030762,43.036999
98.010979,66.921257,63.030762,43.036999
97.727936,66.727997,63.313805,43.230255
97.727936,66.727997,63.313805,43.230255
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.727936,66.727997,63.313805,43.230255
97.727936,66.727997,63.313805,43.230255
97.727936,66.727997,63.313805,43.230255
97.727936,66.727997,63.313805,43.230255
97.727936,66.727997,63.313805,43.230255
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.444901,66.534744,63.596848,43.423515
97.048615,66.931030,63.338219,43.682144
97.048615,66.931030,63.338219,43.682144
96.652336,67.327309,63.079586,43.940777
96.652336,67.327309,63.079586,43.940777
96.652336,67.327309,63.079586,43.940777
96.256058,67.723595,62.820953,44.199409
96.256058,67.723595,62.820953,44.199409
95.859764,68.119881,62.562321,44.458042
95.859764,68.119881,62.562321,44.458042
95.859764,68.119881,62.562321,44.458042
95.463486,68.516159,62.303688,44.716675
95.463486,68.516159,62.303688,44.716675
95.067200,68.912445,62.045055,44.975307
95.067200,68.912445,62.045055,44.975307
95.067200,68.912445,62.045055,44.975307
95.067200,68.912445,62.045055,44.975307
94.670921,69.308731,61.786423,45.233940
94.670921,69.308731,61.786423,45.233940
94.670921,69.308731,61.786423,45.233940
94.274628,69.705017,61.527786,45.492573
94.274628,69.705017,61.527786,45.492573
93.878349,70.101295,61.269154,45.751205
93.878349,70.101295,61.269154,45.751205
93.482063,70.497581,61.010521,46.009838
93.482063,70.497581,61.010521,46.009838
93.482063,70.497581,61.010521,46.009838
93.085785,70.893867,60.751896,46.268471
93.085785,70.893867,60.751896,46.268471
93.085785,70.893867,60.751896,46.268471
93.085785,70.893867,60.751896,46.268471
92.689491,71.290154,60.493263,46.527103
92.689491,71.290154,60.493263,46.527103
92.293205,71.686440,60.234631,46.785736
92.293205,71.686440,60.234631,46.785736
92.293205,71.686440,60.234631,46.785736
92.293205,71.686440,60.234631,46.785736
91.896927,72.082718,59.975998,47.044369
91.896927,72.082718,59.975998,47.044369
91.896927,72.082718,59.975998,47.044369
91.896927,72.082718,59.975998,47.044369
91.896927,72.082718,59.975998,47.044369
91.896927,72.082718,59.975998,47.044369
91.896927,72.082718,59.975998,47.044369
91.896927,72.082718,59.975998,47.044369
91.896927,72.082718,59.975998,47.044369
91.896927,72.082718,59.975998,47.044369
91.500641,72.479004,59.717361,47.303001
91.500641,72.479004,59.717361,47.303001
91.500641,72.479004,59.717361,47.303001
91.104355,72.875290,59.458729,47.561634
91.104355,72.875290,59.458729,47.561634
90.708076,73.271568,59.200096,47.820267
90.708076,73.271568,59.200096,47.820267
90.311790,73.667854,58.941463,48.078903
89.519218,74.460426,58.424198,48.596169
88.468925,75.034401,58.164654,49.332012
87.678665,75.824669,57.645088,49.851578
86.635277,76.391747,57.378639,50.594337
85.847313,77.179710,56.856766,51.116207
85.059349,77.967674,56.334904,51.638077
84.665375,78.361656,56.073963,51.899010
83.632355,78.918381,55.797142,52.652119
83.239525,79.311211,55.535057,52.914204
82.453857,80.096878,55.010887,53.438374
82.695457,80.331566,54.769291,53.203686
82.695457,80.331566,54.769291,53.203686
82.541931,80.961395,54.267899,53.228771
82.541931,80.961395,54.267899,53.228771
82.782394,81.197250,54.027447,52.992916
82.782394,81.197250,54.027447,52.992916
82.782394,81.197250,54.027447,52.992916
82.782394,81.197250,54.027447,52.992916
82.782394,81.197250,54.027447,52.992916
82.782394,81.197250,54.027447,52.992916
82.782394,81.197250,54.027447,52.992916
82.782394,81.197250,54.027447,52.992916
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
82.937057,80.566261,54.527687,52.968983
83.332199,80.171127,54.787464,52.709198
83.089447,79.937584,55.030228,52.942749
83.089447,79.937584,55.030228,52.942749
83.089447,79.937584,55.030228,52.942749
82.695457,80.331566,54.769291,53.203686
82.695457,80.331566,54.769291,53.203686
82.301476,80.725548,54.508358,53.464619
82.301476,80.725548,54.508358,53.464619
82.301476,80.725548,54.508358,53.464619
82.541931,80.961395,54.267899,53.228771
82.937057,80.566261,54.527687,52.968983
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.574959,80.404686,54.544712,52.475651
83.574959,80.404686,54.544712,52.475651
83.574959,80.404686,54.544712,52.475651
83.574959,80.404686,54.544712,52.475651
83.574959,80.404686,54.544712,52.475651
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
82.937057,80.566261,54.527687,52.968983
82.541931,80.961395,54.267899,53.228771
82.301476,80.725548,54.508358,53.464619
82.301476,80.725548,54.508358,53.464619
82.301476,80.725548,54.508358,53.464619
82.301476,80.725548,54.508358,53.464619
82.301476,80.725548,54.508358,53.464619
82.301476,80.725548,54.508358,53.464619
82.301476,80.725548,54.508358,53.464619
82.301476,80.725548,54.508358,53.464619
82.541931,80.961395,54.267899,53.228771
82.937057,80.566261,54.527687,52.968983
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
82.937057,80.566261,54.527687,52.968983
82.541931,80.961395,54.267899,53.228771
82.301476,80.725548,54.508358,53.464619
82.301476,80.725548,54.508358,53.464619
82.301476,80.725548,54.508358,53.464619
82.541931,80.961395,54.267899,53.228771
82.937057,80.566261,54.527687,52.968983
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
82.937057,80.566261,54.527687,52.968983
82.937057,80.566261,54.527687,52.968983
82.695457,80.331566,54.769291,53.203686
82.695457,80.331566,54.769291,53.203686
82.695457,80.331566,54.769291,53.203686
82.937057,80.566261,54.527687,52.968983
82.541931,80.961395,54.267899,53.228771
82.782394,81.197250,54.027447,52.992916
82.782394,81.197250,54.027447,52.992916
82.782394,81.197250,54.027447,52.992916
82.782394,81.197250,54.027447,52.992916
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
82.937057,80.566261,54.527687,52.968983
82.937057,80.566261,54.527687,52.968983
82.695457,80.331566,54.769291,53.203686
82.695457,80.331566,54.769291,53.203686
82.695457,80.331566,54.769291,53.203686
82.695457,80.331566,54.769291,53.203686
82.695457,80.331566,54.769291,53.203686
82.695457,80.331566,54.769291,53.203686
82.695457,80.331566,54.769291,53.203686
82.695457,80.331566,54.769291,53.203686
82.937057,80.566261,54.527687,52.968983
82.541931,80.961395,54.267899,53.228771
82.782394,81.197250,54.027447,52.992916
82.782394,81.197250,54.027447,52.992916
82.782394,81.197250,54.027447,52.992916
82.782394,81.197250,54.027447,52.992916
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
82.937057,80.566261,54.527687,52.968983
82.937057,80.566261,54.527687,52.968983
82.695457,80.331566,54.769291,53.203686
82.695457,80.331566,54.769291,53.203686
82.695457,80.331566,54.769291,53.203686
82.937057,80.566261,54.527687,52.968983
82.937057,80.566261,54.527687,52.968983
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
82.937057,80.566261,54.527687,52.968983
82.937057,80.566261,54.527687,52.968983
82.695457,80.331566,54.769291,53.203686
82.695457,80.331566,54.769291,53.203686
82.695457,80.331566,54.769291,53.203686
82.937057,80.566261,54.527687,52.968983
82.937057,80.566261,54.527687,52.968983
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
83.178673,80.800972,54.286079,52.734283
